Filename,Doppler_Angle
09-43-07_2_-5.jpg,80.38
09-43-07_2_0.jpg,85.38
09-43-07_2_5.jpg,90.38
09-43-07_2_10.jpg,95.38
09-43-07_2_15.jpg,100.38
09-43-07_2_20.jpg,105.38
09-43-07_2_25.jpg,110.38
09-43-07_2_30.jpg,115.38
09-44-06_1_-30.jpg,54.999
09-44-06_1_-25.jpg,59.999
09-44-06_1_-20.jpg,64.999
09-44-06_1_-15.jpg,69.999
09-44-06_1_-10.jpg,74.999
09-44-06_1_-5.jpg,79.999
09-44-06_1_0.jpg,84.999
09-44-06_1_5.jpg,89.999
09-44-06_1_10.jpg,94.999
09-44-06_1_15.jpg,99.999
09-44-06_1_20.jpg,104.999
09-44-06_1_25.jpg,109.999
09-44-06_1_30.jpg,114.999
09-44-06_2_-30.jpg,55.504
09-44-06_2_-25.jpg,60.504
09-44-06_2_-20.jpg,65.504
09-44-06_2_-15.jpg,70.504
09-44-06_2_-10.jpg,75.504
09-44-06_2_-5.jpg,80.504
09-44-06_2_0.jpg,85.504
09-44-06_2_5.jpg,90.504
09-44-06_2_10.jpg,95.504
09-44-06_2_15.jpg,100.504
09-44-06_2_20.jpg,105.504
09-44-06_2_25.jpg,110.504
09-44-06_2_30.jpg,115.504
09-45-04_1_-30.jpg,54.5474
09-45-04_1_-25.jpg,59.5474
09-45-04_1_-20.jpg,64.5474
09-45-04_1_-15.jpg,69.5474
09-45-04_1_-10.jpg,74.5474
09-45-04_1_-5.jpg,79.5474
09-45-04_1_0.jpg,84.5474
09-45-04_1_5.jpg,89.5474
09-45-04_1_10.jpg,94.5474
09-45-04_1_15.jpg,99.5474
09-45-04_1_20.jpg,104.5474
09-45-04_1_25.jpg,109.5474
09-45-04_1_30.jpg,114.5474
09-45-04_2_-30.jpg,55.1572
09-45-04_2_-25.jpg,60.1572
09-45-04_2_-20.jpg,65.1572
09-45-04_2_-15.jpg,70.1572
09-45-04_2_-10.jpg,75.1572
09-45-04_2_-5.jpg,80.1572
09-45-04_2_0.jpg,85.1572
09-45-04_2_5.jpg,90.1572
09-45-04_2_10.jpg,95.1572
09-45-04_2_15.jpg,100.1572
09-45-04_2_20.jpg,105.1572
09-45-04_2_25.jpg,110.1572
09-45-04_2_30.jpg,115.1572
09-46-10_1_-30.jpg,56.458
09-46-10_1_-25.jpg,61.458
09-46-10_1_-20.jpg,66.458
09-46-10_1_-15.jpg,71.458
09-46-10_1_-10.jpg,76.458
09-46-10_1_-5.jpg,81.458
09-46-10_1_0.jpg,86.458
09-46-10_1_5.jpg,91.458
09-46-10_1_10.jpg,96.458
09-46-10_1_15.jpg,101.458
09-46-10_1_20.jpg,106.458
09-46-10_1_25.jpg,111.458
09-46-10_1_30.jpg,116.458
09-46-10_2_-30.jpg,55.9919
09-46-10_2_-25.jpg,60.9919
09-46-10_2_-20.jpg,65.9919
09-46-10_2_-15.jpg,70.9919
09-46-10_2_-10.jpg,75.9919
09-46-10_2_-5.jpg,80.9919
09-46-10_2_0.jpg,85.9919
09-46-10_2_5.jpg,90.9919
09-46-10_2_10.jpg,95.9919
09-46-10_2_15.jpg,100.9919
09-46-10_2_20.jpg,105.9919
09-46-10_2_25.jpg,110.9919
09-46-10_2_30.jpg,115.9919
09-49-17_1_-30.jpg,63.5971
09-49-17_1_-25.jpg,68.5971
09-49-17_1_-20.jpg,73.5971
09-49-17_1_-15.jpg,78.5971
09-49-17_1_-10.jpg,83.5971
09-49-17_1_-5.jpg,88.5971
09-49-17_1_0.jpg,93.5971
09-49-17_1_5.jpg,98.5971
09-49-17_1_10.jpg,103.5971
09-49-17_1_15.jpg,108.5971
09-49-17_1_20.jpg,113.5971
09-49-17_1_25.jpg,118.5971
09-49-17_1_30.jpg,123.5971
09-49-17_2_-30.jpg,66.1626
09-49-17_2_-25.jpg,71.1626
09-49-17_2_-20.jpg,76.1626
09-49-17_2_-15.jpg,81.1626
09-49-17_2_-10.jpg,86.1626
09-49-17_2_-5.jpg,91.1626
09-49-17_2_0.jpg,96.1626
09-49-17_2_5.jpg,101.1626
09-49-17_2_10.jpg,106.1626
09-49-17_2_15.jpg,111.1626
09-49-17_2_20.jpg,116.1626
09-49-17_2_25.jpg,121.1626
09-49-17_2_30.jpg,126.1626
09-49-37_1_-30.jpg,61.9021
09-49-37_1_-25.jpg,66.9021
09-49-37_1_-20.jpg,71.9021
09-49-37_1_-15.jpg,76.9021
09-49-37_1_-10.jpg,81.9021
09-49-37_1_-5.jpg,86.9021
09-49-37_1_0.jpg,91.9021
09-49-37_1_5.jpg,96.9021
09-49-37_1_10.jpg,101.9021
09-49-37_1_15.jpg,106.9021
09-49-37_1_20.jpg,111.9021
09-49-37_1_25.jpg,116.9021
09-49-37_1_30.jpg,121.9021
09-49-37_2_-30.jpg,63.1797
09-49-37_2_-25.jpg,68.1797
09-49-37_2_-20.jpg,73.1797
09-49-37_2_-15.jpg,78.1797
09-49-37_2_-10.jpg,83.1797
09-49-37_2_-5.jpg,88.1797
09-49-37_2_0.jpg,93.1797
09-49-37_2_5.jpg,98.1797
09-49-37_2_10.jpg,103.1797
09-49-37_2_15.jpg,108.1797
09-49-37_2_20.jpg,113.1797
09-49-37_2_25.jpg,118.1797
09-49-37_2_30.jpg,123.1797
09-50-11_1_-30.jpg,62.2767
09-50-11_1_-25.jpg,67.2767
09-50-11_1_-20.jpg,72.2767
09-50-11_1_-15.jpg,77.2767
09-50-11_1_-10.jpg,82.2767
09-50-11_1_-5.jpg,87.2767
09-50-11_1_0.jpg,92.2767
09-50-11_1_5.jpg,97.2767
09-50-11_1_10.jpg,102.2767
09-50-11_1_15.jpg,107.2767
09-50-11_1_20.jpg,112.2767
09-50-11_1_25.jpg,117.2767
09-50-11_1_30.jpg,122.2767
09-50-11_2_-30.jpg,59.2679
09-50-11_2_-25.jpg,64.2679
09-50-11_2_-20.jpg,69.2679
09-50-11_2_-15.jpg,74.2679
09-50-11_2_-10.jpg,79.2679
09-50-11_2_-5.jpg,84.2679
09-50-11_2_0.jpg,89.2679
09-50-11_2_5.jpg,94.2679
09-50-11_2_10.jpg,99.2679
09-50-11_2_15.jpg,104.2679
09-50-11_2_20.jpg,109.2679
09-50-11_2_25.jpg,114.2679
09-50-11_2_30.jpg,119.2679
09-52-38_1_-30.jpg,57.3382
09-52-38_1_-25.jpg,62.3382
09-52-38_1_-20.jpg,67.3382
09-52-38_1_-15.jpg,72.3382
09-52-38_1_-10.jpg,77.3382
09-52-38_1_-5.jpg,82.3382
09-52-38_1_0.jpg,87.3382
09-52-38_1_5.jpg,92.3382
09-52-38_1_10.jpg,97.3382
09-52-38_1_15.jpg,102.3382
09-52-38_1_20.jpg,107.3382
09-52-38_1_25.jpg,112.3382
09-52-38_1_30.jpg,117.3382
09-52-38_2_-30.jpg,58.2164
09-52-38_2_-25.jpg,63.2164
09-52-38_2_-20.jpg,68.2164
09-52-38_2_-15.jpg,73.2164
09-52-38_2_-10.jpg,78.2164
09-52-38_2_-5.jpg,83.2164
09-52-38_2_0.jpg,88.2164
09-52-38_2_5.jpg,93.2164
09-52-38_2_10.jpg,98.2164
09-52-38_2_15.jpg,103.2164
09-52-38_2_20.jpg,108.2164
09-52-38_2_25.jpg,113.2164
09-52-38_2_30.jpg,118.2164
09-53-51_-30.jpg,70.0839
09-53-51_-25.jpg,75.0839
09-53-51_-20.jpg,80.0839
09-53-51_-15.jpg,85.0839
09-53-51_-10.jpg,90.0839
09-53-51_-5.jpg,95.0839
09-53-51_0.jpg,100.0839
09-53-51_5.jpg,105.0839
09-53-51_10.jpg,110.0839
09-53-51_15.jpg,115.0839
09-53-51_20.jpg,120.0839
09-53-51_25.jpg,125.0839
09-53-51_30.jpg,130.0839
09-53-51_2_-30.jpg,69.3121
09-53-51_2_-25.jpg,74.3121
09-53-51_2_-20.jpg,79.3121
09-53-51_2_-15.jpg,84.3121
09-53-51_2_-10.jpg,89.3121
09-53-51_2_-5.jpg,94.3121
09-53-51_2_0.jpg,99.3121
09-53-51_2_5.jpg,104.3121
09-53-51_2_10.jpg,109.3121
09-53-51_2_15.jpg,114.3121
09-53-51_2_20.jpg,119.3121
09-53-51_2_25.jpg,124.3121
09-53-51_2_30.jpg,129.3121
09-54-44_-30.jpg,57.3991
09-54-44_-25.jpg,62.3991
09-54-44_-20.jpg,67.3991
09-54-44_-15.jpg,72.3991
09-54-44_-10.jpg,77.3991
09-54-44_-5.jpg,82.3991
09-54-44_0.jpg,87.3991
09-54-44_5.jpg,92.3991
09-54-44_10.jpg,97.3991
09-54-44_15.jpg,102.3991
09-54-44_20.jpg,107.3991
09-54-44_25.jpg,112.3991
09-54-44_30.jpg,117.3991
09-54-44_2_-30.jpg,57.7829
09-54-44_2_-25.jpg,62.7829
09-54-44_2_-20.jpg,67.7829
09-54-44_2_-15.jpg,72.7829
09-54-44_2_-10.jpg,77.7829
09-54-44_2_-5.jpg,82.7829
09-54-44_2_0.jpg,87.7829
09-54-44_2_5.jpg,92.7829
09-54-44_2_10.jpg,97.7829
09-54-44_2_15.jpg,102.7829
09-54-44_2_20.jpg,107.7829
09-54-44_2_25.jpg,112.7829
09-54-44_2_30.jpg,117.7829
09-55-22_-30.jpg,56.1505
09-55-22_-25.jpg,61.1505
09-55-22_-20.jpg,66.1505
09-55-22_-15.jpg,71.1505
09-55-22_-10.jpg,76.1505
09-55-22_-5.jpg,81.1505
09-55-22_0.jpg,86.1505
09-55-22_5.jpg,91.1505
09-55-22_10.jpg,96.1505
09-55-22_15.jpg,101.1505
09-55-22_20.jpg,106.1505
09-55-22_25.jpg,111.1505
09-55-22_30.jpg,116.1505
09-55-22_2_-30.jpg,56.0108
09-55-22_2_-25.jpg,61.0108
09-55-22_2_-20.jpg,66.0108
09-55-22_2_-15.jpg,71.0108
09-55-22_2_-10.jpg,76.0108
09-55-22_2_-5.jpg,81.0108
09-55-22_2_0.jpg,86.0108
09-55-22_2_5.jpg,91.0108
09-55-22_2_10.jpg,96.0108
09-55-22_2_15.jpg,101.0108
09-55-22_2_20.jpg,106.0108
09-55-22_2_25.jpg,111.0108
09-55-22_2_30.jpg,116.0108
09-55-50_-30.jpg,54.5256
09-55-50_-25.jpg,59.5256
09-55-50_-20.jpg,64.5256
09-55-50_-15.jpg,69.5256
09-55-50_-10.jpg,74.5256
09-55-50_-5.jpg,79.5256
09-55-50_0.jpg,84.5256
09-55-50_5.jpg,89.5256
09-55-50_10.jpg,94.5256
09-55-50_15.jpg,99.5256
09-55-50_20.jpg,104.5256
09-55-50_25.jpg,109.5256
09-55-50_30.jpg,114.5256
09-55-50_2_-30.jpg,53.3911
09-55-50_2_-25.jpg,58.3911
09-55-50_2_-20.jpg,63.3911
09-55-50_2_-15.jpg,68.3911
09-55-50_2_-10.jpg,73.3911
09-55-50_2_-5.jpg,78.3911
09-55-50_2_0.jpg,83.3911
09-55-50_2_5.jpg,88.3911
09-55-50_2_10.jpg,93.3911
09-55-50_2_15.jpg,98.3911
09-55-50_2_20.jpg,103.3911
09-55-50_2_25.jpg,108.3911
09-55-50_2_30.jpg,113.3911
09-56-30_-30.jpg,54.0948
09-56-30_-25.jpg,59.0948
09-56-30_-20.jpg,64.0948
09-56-30_-15.jpg,69.0948
09-56-30_-10.jpg,74.0948
09-56-30_-5.jpg,79.0948
09-56-30_0.jpg,84.0948
09-56-30_5.jpg,89.0948
09-56-30_10.jpg,94.0948
09-56-30_15.jpg,99.0948
09-56-30_20.jpg,104.0948
09-56-30_25.jpg,109.0948
09-56-30_30.jpg,114.0948
09-56-30_2_-30.jpg,52.2152
09-56-30_2_-25.jpg,57.2152
09-56-30_2_-20.jpg,62.2152
09-56-30_2_-15.jpg,67.2152
09-56-30_2_-10.jpg,72.2152
09-56-30_2_-5.jpg,77.2152
09-56-30_2_0.jpg,82.2152
09-56-30_2_5.jpg,87.2152
09-56-30_2_10.jpg,92.2152
09-56-30_2_15.jpg,97.2152
09-56-30_2_20.jpg,102.2152
09-56-30_2_25.jpg,107.2152
09-56-30_2_30.jpg,112.2152
09-57-36_-30.jpg,53.1166
09-57-36_-25.jpg,58.1166
09-57-36_-20.jpg,63.1166
09-57-36_-15.jpg,68.1166
09-57-36_-10.jpg,73.1166
09-57-36_-5.jpg,78.1166
09-57-36_0.jpg,83.1166
09-57-36_5.jpg,88.1166
09-57-36_10.jpg,93.1166
09-57-36_15.jpg,98.1166
09-57-36_20.jpg,103.1166
09-57-36_25.jpg,108.1166
09-57-36_30.jpg,113.1166
09-57-36_2_-30.jpg,53.0057
09-57-36_2_-25.jpg,58.0057
09-57-36_2_-20.jpg,63.0057
09-57-36_2_-15.jpg,68.0057
09-57-36_2_-10.jpg,73.0057
09-57-36_2_-5.jpg,78.0057
09-57-36_2_0.jpg,83.0057
09-57-36_2_5.jpg,88.0057
09-57-36_2_10.jpg,93.0057
09-57-36_2_15.jpg,98.0057
09-57-36_2_20.jpg,103.0057
09-57-36_2_25.jpg,108.0057
09-57-36_2_30.jpg,113.0057
09-58-19_-30.jpg,55.8683
09-58-19_-25.jpg,60.8683
09-58-19_-20.jpg,65.8683
09-58-19_-15.jpg,70.8683
09-58-19_-10.jpg,75.8683
09-58-19_-5.jpg,80.8683
09-58-19_0.jpg,85.8683
09-58-19_5.jpg,90.8683
09-58-19_10.jpg,95.8683
09-58-19_15.jpg,100.8683
09-58-19_20.jpg,105.8683
09-58-19_25.jpg,110.8683
09-58-19_30.jpg,115.8683
10-51-38_-30.jpg,57.197
10-51-38_-25.jpg,62.197
10-51-38_-20.jpg,67.197
10-51-38_-15.jpg,72.197
10-51-38_-10.jpg,77.197
10-51-38_-5.jpg,82.197
10-51-38_0.jpg,87.197
10-51-38_5.jpg,92.197
10-51-38_10.jpg,97.197
10-51-38_15.jpg,102.197
10-51-38_20.jpg,107.197
10-51-38_25.jpg,112.197
10-51-38_30.jpg,117.197
10-52-09_-30.jpg,56.5151
10-52-09_-25.jpg,61.5151
10-52-09_-20.jpg,66.5151
10-52-09_-15.jpg,71.5151
10-52-09_-10.jpg,76.5151
10-52-09_-5.jpg,81.5151
10-52-09_0.jpg,86.5151
10-52-09_5.jpg,91.5151
10-52-09_10.jpg,96.5151
10-52-09_15.jpg,101.5151
10-52-09_20.jpg,106.5151
10-52-09_25.jpg,111.5151
10-52-09_30.jpg,116.5151
10-55-10_-30.jpg,51.7248
10-55-10_-25.jpg,56.7248
10-55-10_-20.jpg,61.7248
10-55-10_-15.jpg,66.7248
10-55-10_-10.jpg,71.7248
10-55-10_-5.jpg,76.7248
10-55-10_0.jpg,81.7248
10-55-10_5.jpg,86.7248
10-55-10_10.jpg,91.7248
10-55-10_15.jpg,96.7248
10-55-10_20.jpg,101.7248
10-55-10_25.jpg,106.7248
10-55-10_30.jpg,111.7248
10-58-55_-30.jpg,63.226
10-58-55_-25.jpg,68.226
10-58-55_-20.jpg,73.226
10-58-55_-15.jpg,78.226
10-58-55_-10.jpg,83.226
10-58-55_-5.jpg,88.226
10-58-55_0.jpg,93.226
10-58-55_5.jpg,98.226
10-58-55_10.jpg,103.226
10-58-55_15.jpg,108.226
10-58-55_20.jpg,113.226
10-58-55_25.jpg,118.226
10-58-55_30.jpg,123.226
11-02-15_-30.jpg,53.2193
11-02-15_-25.jpg,58.2193
11-02-15_-20.jpg,63.2193
11-02-15_-15.jpg,68.2193
11-02-15_-10.jpg,73.2193
11-02-15_-5.jpg,78.2193
11-02-15_0.jpg,83.2193
11-02-15_5.jpg,88.2193
11-02-15_10.jpg,93.2193
11-02-15_15.jpg,98.2193
11-02-15_20.jpg,103.2193
11-02-15_25.jpg,108.2193
11-02-15_30.jpg,113.2193
11-03-10_-30.jpg,56.3457
11-03-10_-25.jpg,61.3457
11-03-10_-20.jpg,66.3457
11-03-10_-15.jpg,71.3457
11-03-10_-10.jpg,76.3457
11-03-10_-5.jpg,81.3457
11-03-10_0.jpg,86.3457
11-03-10_5.jpg,91.3457
11-03-10_10.jpg,96.3457
11-03-10_15.jpg,101.3457
11-03-10_20.jpg,106.3457
11-03-10_25.jpg,111.3457
11-03-10_30.jpg,116.3457
11-03-53_-30.jpg,58.1692
11-03-53_-25.jpg,63.1692
11-03-53_-20.jpg,68.1692
11-03-53_-15.jpg,73.1692
11-03-53_-10.jpg,78.1692
11-03-53_-5.jpg,83.1692
11-03-53_0.jpg,88.1692
11-03-53_5.jpg,93.1692
11-03-53_10.jpg,98.1692
11-03-53_15.jpg,103.1692
11-03-53_20.jpg,108.1692
11-03-53_25.jpg,113.1692
11-03-53_30.jpg,118.1692
11-05-17_-30.jpg,49.9819
11-05-17_-25.jpg,54.9819
11-05-17_-20.jpg,59.9819
11-05-17_-15.jpg,64.9819
11-05-17_-10.jpg,69.9819
11-05-17_-5.jpg,74.9819
11-05-17_0.jpg,79.9819
11-05-17_5.jpg,84.9819
11-05-17_10.jpg,89.9819
11-05-17_15.jpg,94.9819
11-05-17_20.jpg,99.9819
11-05-17_25.jpg,104.9819
11-05-17_30.jpg,109.9819
11-05-42_-30.jpg,50.6109
11-05-42_-25.jpg,55.6109
11-05-42_-20.jpg,60.6109
11-05-42_-15.jpg,65.6109
11-05-42_-10.jpg,70.6109
11-05-42_-5.jpg,75.6109
11-05-42_0.jpg,80.6109
11-05-42_5.jpg,85.6109
11-05-42_10.jpg,90.6109
11-05-42_15.jpg,95.6109
11-05-42_20.jpg,100.6109
11-05-42_25.jpg,105.6109
11-05-42_30.jpg,110.6109
11-06-10_-30.jpg,50.4632
11-06-10_-25.jpg,55.4632
11-06-10_-20.jpg,60.4632
11-06-10_-15.jpg,65.4632
11-06-10_-10.jpg,70.4632
11-06-10_-5.jpg,75.4632
11-06-10_0.jpg,80.4632
11-06-10_5.jpg,85.4632
11-06-10_10.jpg,90.4632
11-06-10_15.jpg,95.4632
11-06-10_20.jpg,100.4632
11-06-10_25.jpg,105.4632
11-06-10_30.jpg,110.4632
11-09-26_-30.jpg,48.7057
11-09-26_-25.jpg,53.7057
11-09-26_-20.jpg,58.7057
11-09-26_-15.jpg,63.7057
11-09-26_-10.jpg,68.7057
11-09-26_-5.jpg,73.7057
11-09-26_0.jpg,78.7057
11-09-26_5.jpg,83.7057
11-09-26_10.jpg,88.7057
11-09-26_15.jpg,93.7057
11-09-26_20.jpg,98.7057
11-09-26_25.jpg,103.7057
11-09-26_30.jpg,108.7057
11-11-23_-30.jpg,48.4682
11-11-23_-25.jpg,53.4682
11-11-23_-20.jpg,58.4682
11-11-23_-15.jpg,63.4682
11-11-23_-10.jpg,68.4682
11-11-23_-5.jpg,73.4682
11-11-23_0.jpg,78.4682
11-11-23_5.jpg,83.4682
11-11-23_10.jpg,88.4682
11-11-23_15.jpg,93.4682
11-11-23_20.jpg,98.4682
11-11-23_25.jpg,103.4682
11-11-23_30.jpg,108.4682
11-12-47_-30.jpg,50.4525
11-12-47_-25.jpg,55.4525
11-12-47_-20.jpg,60.4525
11-12-47_-15.jpg,65.4525
11-12-47_-10.jpg,70.4525
11-12-47_-5.jpg,75.4525
11-12-47_0.jpg,80.4525
11-12-47_5.jpg,85.4525
11-12-47_10.jpg,90.4525
11-12-47_15.jpg,95.4525
11-12-47_20.jpg,100.4525
11-12-47_25.jpg,105.4525
11-12-47_30.jpg,110.4525
11-13-13_-30.jpg,52.9817
11-13-13_-25.jpg,57.9817
11-13-13_-20.jpg,62.9817
11-13-13_-15.jpg,67.9817
11-13-13_-10.jpg,72.9817
11-13-13_-5.jpg,77.9817
11-13-13_0.jpg,82.9817
11-13-13_5.jpg,87.9817
11-13-13_10.jpg,92.9817
11-13-13_15.jpg,97.9817
11-13-13_20.jpg,102.9817
11-13-13_25.jpg,107.9817
11-13-13_30.jpg,112.9817
12-06-36_-30.jpg,73.9619
12-06-36_-25.jpg,78.9619
12-06-36_-20.jpg,83.9619
12-06-36_-15.jpg,88.9619
12-06-36_-10.jpg,93.9619
12-06-36_-5.jpg,98.9619
12-06-36_0.jpg,103.9619
12-06-36_5.jpg,108.9619
12-06-36_10.jpg,113.9619
12-06-36_15.jpg,118.9619
12-06-36_20.jpg,123.9619
12-06-36_25.jpg,128.9619
12-06-36_30.jpg,133.9619
17-35-44_-30.jpg,56.2751
17-35-44_-25.jpg,61.2751
17-35-44_-20.jpg,66.2751
17-35-44_-15.jpg,71.2751
17-35-44_-10.jpg,76.2751
17-35-44_-5.jpg,81.2751
17-35-44_0.jpg,86.2751
17-35-44_5.jpg,91.2751
17-35-44_10.jpg,96.2751
17-35-44_15.jpg,101.2751
17-35-44_20.jpg,106.2751
17-35-44_25.jpg,111.2751
17-35-44_30.jpg,116.2751
17-35-50_-30.jpg,58.247
17-35-50_-25.jpg,63.247
17-35-50_-20.jpg,68.247
17-35-50_-15.jpg,73.247
17-35-50_-10.jpg,78.247
17-35-50_-5.jpg,83.247
17-35-50_0.jpg,88.247
17-35-50_5.jpg,93.247
17-35-50_10.jpg,98.247
17-35-50_15.jpg,103.247
17-35-50_20.jpg,108.247
17-35-50_25.jpg,113.247
17-35-50_30.jpg,118.247
17-35-56_-30.jpg,58.2995
17-35-56_-25.jpg,63.2995
17-35-56_-20.jpg,68.2995
17-35-56_-15.jpg,73.2995
17-35-56_-10.jpg,78.2995
17-35-56_-5.jpg,83.2995
17-35-56_0.jpg,88.2995
17-35-56_5.jpg,93.2995
17-35-56_10.jpg,98.2995
17-35-56_15.jpg,103.2995
17-35-56_20.jpg,108.2995
17-35-56_25.jpg,113.2995
17-35-56_30.jpg,118.2995
17-36-01_-30.jpg,54.4224
17-36-01_-25.jpg,59.4224
17-36-01_-20.jpg,64.4224
17-36-01_-15.jpg,69.4224
17-36-01_-10.jpg,74.4224
17-36-01_-5.jpg,79.4224
17-36-01_0.jpg,84.4224
17-36-01_5.jpg,89.4224
17-36-01_10.jpg,94.4224
17-36-01_15.jpg,99.4224
17-36-01_20.jpg,104.4224
17-36-01_25.jpg,109.4224
17-36-01_30.jpg,114.4224
17-36-35_-30.jpg,55.9384
17-36-35_-25.jpg,60.9384
17-36-35_-20.jpg,65.9384
17-36-35_-15.jpg,70.9384
17-36-35_-10.jpg,75.9384
17-36-35_-5.jpg,80.9384
17-36-35_0.jpg,85.9384
17-36-35_5.jpg,90.9384
17-36-35_10.jpg,95.9384
17-36-35_15.jpg,100.9384
17-36-35_20.jpg,105.9384
17-36-35_25.jpg,110.9384
17-36-35_30.jpg,115.9384
17-36-47_-30.jpg,55.2215
17-36-47_-25.jpg,60.2215
17-36-47_-20.jpg,65.2215
17-36-47_-15.jpg,70.2215
17-36-47_-10.jpg,75.2215
17-36-47_-5.jpg,80.2215
17-36-47_0.jpg,85.2215
17-36-47_5.jpg,90.2215
17-36-47_10.jpg,95.2215
17-36-47_15.jpg,100.2215
17-36-47_20.jpg,105.2215
17-36-47_25.jpg,110.2215
17-36-47_30.jpg,115.2215
17-37-04_-30.jpg,54.2185
17-37-04_-25.jpg,59.2185
17-37-04_-20.jpg,64.2185
17-37-04_-15.jpg,69.2185
17-37-04_-10.jpg,74.2185
17-37-04_-5.jpg,79.2185
17-37-04_0.jpg,84.2185
17-37-04_5.jpg,89.2185
17-37-04_10.jpg,94.2185
17-37-04_15.jpg,99.2185
17-37-04_20.jpg,104.2185
17-37-04_25.jpg,109.2185
17-37-04_30.jpg,114.2185
17-37-19_-30.jpg,53.3856
17-37-19_-25.jpg,58.3856
17-37-19_-20.jpg,63.3856
17-37-19_-15.jpg,68.3856
17-37-19_-10.jpg,73.3856
17-37-19_-5.jpg,78.3856
17-37-19_0.jpg,83.3856
17-37-19_5.jpg,88.3856
17-37-19_10.jpg,93.3856
17-37-19_15.jpg,98.3856
17-37-19_20.jpg,103.3856
17-37-19_25.jpg,108.3856
17-37-19_30.jpg,113.3856
17-37-40_-30.jpg,58.8633
17-37-40_-25.jpg,63.8633
17-37-40_-20.jpg,68.8633
17-37-40_-15.jpg,73.8633
17-37-40_-10.jpg,78.8633
17-37-40_-5.jpg,83.8633
17-37-40_0.jpg,88.8633
17-37-40_5.jpg,93.8633
17-37-40_10.jpg,98.8633
17-37-40_15.jpg,103.8633
17-37-40_20.jpg,108.8633
17-37-40_25.jpg,113.8633
17-37-40_30.jpg,118.8633
17-38-18_-30.jpg,52.4033
17-38-18_-25.jpg,57.4033
17-38-18_-20.jpg,62.4033
17-38-18_-15.jpg,67.4033
17-38-18_-10.jpg,72.4033
17-38-18_-5.jpg,77.4033
17-38-18_0.jpg,82.4033
17-38-18_5.jpg,87.4033
17-38-18_10.jpg,92.4033
17-38-18_15.jpg,97.4033
17-38-18_20.jpg,102.4033
17-38-18_25.jpg,107.4033
17-38-18_30.jpg,112.4033
17-38-30_-30.jpg,51.7151
17-38-30_-25.jpg,56.7151
17-38-30_-20.jpg,61.7151
17-38-30_-15.jpg,66.7151
17-38-30_-10.jpg,71.7151
17-38-30_-5.jpg,76.7151
17-38-30_0.jpg,81.7151
17-38-30_5.jpg,86.7151
17-38-30_10.jpg,91.7151
17-38-30_15.jpg,96.7151
17-38-30_20.jpg,101.7151
17-38-30_25.jpg,106.7151
